aluminium	ammonia	arsenic	barium	cadmium	chloramine	chromium	copper	fluoride	bacteria	viruses	lead	nitrates	nitrites	mercury	perchlorate	radium	selenium	silver	uranium	is_safe
2.32	2.1	0.05	2.69	0.009	3.47	0.4	1.71	1.4	0.95	0.95	0.025	9.35	1.76	0.007	13.09	6.07	0.04	0.19	0.08	1
0.05	14.35	0.06	0.83	0.04	0.01	0.02	1.98	0.09	1	1	0.1	15.3	0.55	0.006	0.86	1.46	0.09	0	0.08	0
0.08	26.98	0.06	2	0.02	0.2	0.04	1.92	1.44	0.13	0.002	0.154	2.66	0.28	0.007	1.99	2.44	0.01	0.08	0.05	0
4.4	12.18	0.04	0.98	0.006	3.53	0.13	1.17	0.82	0	0	0.177	14.8	1.03	0.001	2.35	6.52	0.07	0.42	0.07	1
0.29	7.98	0.05	1.06	0.001	4.4	0.71	1.65	1.23	0.02	0.006	0.048	10.42	1.58	0.002	50.17	1.76	0.1	0.44	0.01	0
2.78	26.23	0.001	2.78	0.008	2.97	0.32	1.87	1.16	0.43	0.009	0.121	12.65	1.63	0.005	55.65	6.05	0.07	0.36	0.08	0
0.04	2.33	0.07	1.64	0	0.24	0.05	0.88	1.45	0.58	0.58	0.067	12.79	1.17	0.007	4.52	0.27	0.04	0.04	0.01	0
1.2	0.69	0.001	2.03	0.006	3.29	0.5	1.3	1.06	0.55	0.55	0.1	3.34	1.58	0.007	26.68	6.06	0.02	0.48	0.04	1
1.63	15.75	0.03	2.54	0.008	4.25	0.74	1.35	1.24	0.12	0.006	0.193	17.29	1.27	0.001	58.15	1.71	0.09	0.44	0.05	0
0	18.33	0.07	0.94	0.04	0.05	0.06	1.72	1.07	0.96	0.96	0.119	11.04	1.98	0.005	0.49	0.87	0.02	0.04	0.02	0
0.09	29.1	0.94	1.63	0.07	2.56	0.45	0.04	1.14	0.68	0.68	0.001	9.1	1.45	0.008	20.96	3.8	0.04	0.11	0.02	0
0.02	2.83	0.07	2.33	0.02	0.17	0	1.18	1.41	0.63	0.63	0.128	9.63	0.09	0.01	0.16	0.1	0.02	0.1	0.06	0
0.19	10.27	0.73	2.47	0.07	6.97	0.8	1.07	1.35	0.39	0.003	0.113	14.31	1.27	0.003	13.51	5.82	0.06	0.36	0.04	0
0.02	7.12	0.04	0.39	0.08	0.01	0.08	0.06	0.95	0	0	0.072	3.63	1.97	0.002	5.31	4.53	0.02	0.07	0.02	0
0.04	15.88	0.09	1.9	0.1	0.29	0.05	1.67	1.21	0.65	0.65	0.042	10.34	1.51	0.005	7.3	0.5	0.06	0.05	0.05	0
0.07	3.43	0.04	2.55	0.08	0.25	0.02	0.95	1.46	0	0	0.181	10.32	1.63	0.006	0.93	3.63	0.06	0	0.02	0
0.06	18.96	0.01	0.36	0.07	0.07	0.02	0.95	0.75	0	0	0.197	11.95	1.85	0.006	0.42	1.22	0.08	0.04	0.01	0
0.05	8.27	0.68	2.25	0.03	0.65	0.69	0.07	0.8	0.1	0.003	0.001	19.01	1.47	0.008	24.83	4.25	0.05	0.22	0.01	0
4.01	21.89	0.8	2.34	0.12	7.76	0.3	0.43	0.9	0	0.79	0.199	2.11	1.84	0.001	47.81	7.79	0.09	0.1	0.03	0
0.05	23.02	0.03	2.24	0.004	0.46	0.02	1.77	0.62	0.14	0.006	0.137	14.86	1.19	0.004	27.85	7.6	0.01	0.45	0.05	0
0.02	13.04	0.02	0.07	0.02	0.07	0.04	0.02	0.99	0.05	0.003	0.078	14.16	0.83	0.006	0.23	4.94	0.07	0.07	0.01	0
0.02	9.52	0.56	3.23	0.03	6.11	0.83	0.02	0.64	0.47	0.007	0.001	18.46	1.94	0.006	45.91	2.84	0.04	0.41	0.06	0
3.04	3.66	0.14	2.99	0.04	0.57	0.4	0.69	0.14	0.44	0.008	0.155	6.71	1.36	0.01	25.91	1.05	0.02	0.43	0.02	0
0	2.09	0.09	2.72	0.08	0.19	0.03	0.86	1.31	0	0	0.046	4.59	1.51	0.008	0.25	4.45	0.02	0.04	0	0
0.07	17.35	0.06	0.25	0.06	0.03	0.09	0.06	1.03	0.44	0.007	0.142	1.74	1.81	0.002	2.56	0.29	0.09	0.08	0.02	0
0.06	23.64	0.25	3.56	0.12	6.16	0.87	1.41	0.37	0.79	0.79	0.085	5.83	1.67	0.007	27.43	1.89	0.06	0.13	0.08	0
0.02	13.45	0.02	0.46	0.02	0.13	0.08	0.06	1.25	0	0.7	0.129	15.72	0.64	0.003	1.41	1.16	0.03	0.09	0.07	0
4.36	29.5	0.03	3.78	0.003	1.45	0.88	1.19	0.38	0	0	0.064	7.23	1	0.005	14.95	3.72	0.07	0.42	0.06	1
0.35	0.34	0.52	3.04	0.11	6.18	0.35	1.79	0.89	0	0	0.136	15.17	1.91	0.006	28.57	4.12	0.09	0.42	0.01	0
2.59	16.35	0.51	0.75	0.01	6.51	0.63	0.66	0.04	0.82	0.82	0.097	3.91	1.43	0.01	25.44	6.58	0.04	0.06	0.04	0
0.05	1.18	0.02	1.72	0.04	0.1	0.08	0.08	0.91	0	0.7	0.041	13.57	0.33	0.005	5	0.15	0.02	0	0.07	0
0.03	2.56	0.03	0.09	0.08	0.16	0.06	1.49	0.65	1	1	0.092	6.42	1.52	0.002	4.98	0.4	0.04	0.01	0.04	0
0.02	2.14	0.1	0.27	0	0.41	0.07	0.4	0.79	0	0	0.122	7.76	1.86	0.009	1.65	0.28	0.07	0.06	0.01	0
0.05	6.9	0.07	0.17	0.08	0.02	0.03	0.03	0.94	0	0.008	0.042	2.06	0.95	0.008	0.32	0.61	0.05	0.08	0.02	0
0.01	9.15	0.08	1.02	0.02	0.1	0.09	0.34	1.4	0.56	0.56	0.013	3.36	1.31	0.009	8.79	1.74	0.05	0.08	0.03	0
0.05	22.81	0.77	1.4	0.07	4.35	0.37	1.76	0.69	0.22	0.002	0.054	11.5	1.2	0.007	4.44	6.7	0.09	0.37	0.04	0
0.02	4.14	0.83	2.56	0.01	0.84	0.24	0.09	0.83	0.6	0.6	0.001	8.17	1.41	0	3.62	6.87	0.06	0.3	0	0
0.1	9.9	0.07	0.63	0.03	0.27	0.03	1.77	0.43	0.8	0.8	0.114	12.69	0.6	0.008	4.81	0.1	0.02	0.07	0.06	0
0.04	20.08	0.89	4.14	0.02	2.15	0.13	0	1.34	0.76	0.76	0.001	7.2	1.27	0.002	20.87	2.6	0	0.37	0.03	0
4.62	17.24	0.41	2.85	0.09	5.45	0.39	0.87	0.3	0.76	0.76	0.022	7.26	2.05	0.009	11.62	6.31	0.09	0.35	0.06	0
0.01	16.36	0.03	0.64	0.06	0.1	0.02	0.82	1.24	0.83	0.83	0.109	4.87	1.53	0.01	0.97	0.55	0.03	0.04	0.01	0
0.1	15.34	0.01	2.39	0.008	1.65	0.25	1.12	1.15	0.69	0.69	0.121	2.47	1.38	0.003	15.13	7.55	0.1	0.01	0.03	0
0.03	0.36	0.09	0.18	0.01	0.09	0.06	0.22	1.09	0.57	0.57	0.101	10.93	1.06	0.001	8.17	0.37	0.04	0.03	0.01	0
0	27.41	0.03	0.66	0.09	0.05	0.01	0.01	0.43	0.27	0.007	0.033	5.85	1.28	0.001	7.29	4.05	0.01	0.07	0.05	0
0.14	28.73	0.89	0.33	0.11	0.11	0.31	0.06	1.4	0.41	0.008	0.001	6.14	2.17	0.003	45.7	3.52	0.02	0.27	0.08	0
0.07	24.72	0	0.12	0.01	0.04	0.09	0.07	1	0	0.67	0.182	11.69	0.2	0.004	0.13	0.39	0.07	0.09	0	0
0.03	1.37	0.08	0.91	0.02	0.04	0.02	0.08	1.5	0	0	0.107	4.36	1.54	0	1.28	0.21	0.07	0.06	0	0
3.95	9.69	0.25	1.73	0.05	0.94	0.34	0.01	0.01	0	0	0.148	10.84	2	0.007	37.84	1.23	0.06	0.01	0.02	1
0	8.16	0.04	0.82	0.04	0.01	0.07	1.68	0.48	0.62	0.62	0.147	18.27	1.59	0.004	2.42	0.06	0.1	0.05	0.02	0
0.09	15.06	0.06	0.26	0.1	0.07	0.08	0.28	1.16	0.85	0.85	0.005	10.61	1.2	0.005	4.93	0.38	0.09	0.04	0.08	0
4.87	25.65	0.02	3.52	0.001	0.39	0.48	1.39	0.7	0.94	0.94	0.116	13.42	1.03	0.006	36.12	6.88	0.05	0.07	0.07	0
4.71	2.47	0.72	3.79	0.08	7.38	0.32	0.13	0.3	0	0.003	0.05	16.68	2.07	0.005	58.67	1.94	0.01	0.41	0	0
0.08	16.31	0.08	0.93	0	0.04	0.03	1.43	1.39	0.11	0	0.118	5.46	1.76	0.001	0.4	0.9	0.04	0.02	0.07	0
4.24	8.71	0.16	3.05	0.09	3	0.76	1.89	0.95	0	0.003	0.178	16.22	1.89	0.004	41.37	0.91	0.02	0.11	0.06	0
0.01	7.51	0.07	0.37	0.02	0.14	0.07	0.67	0.63	0.48	0.003	0.007	9.35	1.32	0.002	2.51	0.54	0.09	0.03	0.07	0
0.03	24.41	0.01	0.44	0.09	0.02	0.02	1.92	1.42	0.67	0.67	0.194	0.62	1.34	0.004	1.08	0.21	0.01	0.05	0.09	0
0.08	9.03	0.08	0.4	0	0.05	0.06	0.58	1.32	0.59	0.59	0.118	9.2	1.43	0.005	0.09	3.74	0.04	0.09	0.06	0
0.08	9.74	0.01	0.22	0.001	4.5	0.66	0.01	0.56	0.43	0.002	0.185	15.38	1.24	0.003	43.87	3.36	0.05	0.04	0.08	0
0.01	21.48	0.06	0.3	0.06	0.1	0.08	0.1	1.11	0	0.93	0.097	9.22	0.81	0.002	10.07	0.54	0.02	0.08	0.05	0
0.29	23.3	0.04	0.03	0.007	0.71	0.28	1.23	0.66	0.93	0.93	0.155	16.93	1.41	0.002	52.49	7.2	0.07	0.14	0.04	0
2.24	5.52	0.03	0.8	0.003	4.16	0.54	0.04	0.6	0.39	0.009	0.016	2.5	1.4	0.002	18.77	7.42	0.05	0.1	0.08	1
0.26	18.41	0.05	2.36	0.004	1.36	0.68	1.45	1.4	0.28	0.003	0.102	8.47	1.48	0.002	19.33	1.31	0.01	0.18	0.04	0
0.06	3.4	0.07	0.34	0.08	0.07	0.02	1.48	0.95	0.91	0.91	0.073	18.24	2.11	0.006	5.34	0.2	0.04	0.07	0	0
0.07	0.03	1.02	2.34	0.05	2.96	0.01	0.93	1.44	0.53	0.53	0.199	13.53	1.27	0.01	26.58	2.74	0.03	0.24	0.05	0
0.06	22.68	0.06	0.25	0.06	0.54	0.03	1.52	0.67	0.68	0.68	0.105	5	1.36	0.003	0.82	2.43	0.04	0.09	0.01	0
0.07	1.17	0.04	1	0.01	0.29	0.01	0.02	0.05	0	0.52	0.19	9.75	0.17	0.003	1.16	1.44	0.05	0.06	0.06	0
0.1	22.33	0.72	1.85	0.12	6.54	0.86	1.72	0.81	0.87	0.87	0.15	2.96	1.82	0.004	40.68	7.27	0.02	0.24	0.05	0
0.02	0.53	0.06	1.27	0.02	0.06	0.05	1.37	0.62	0	0.92	0.112	8.48	0.26	0.007	0.47	1.44	0.05	0.1	0.05	0
0.23	21.02	0.7	1.3	0.11	2.11	0.25	0.83	1.09	0.34	0.005	0.084	6.18	1.68	0.001	22.15	4.6	0.06	0.04	0.01	1
2.13	29.19	0.05	1.47	0.005	0.5	0.52	1.92	0.72	0	0	0.009	9.68	1.51	0.002	21.38	5.1	0.05	0.28	0.09	1
0.05	8.58	0.07	0.15	0.05	0.35	0.04	0.02	1.05	0.56	0.56	0.174	13.07	1.79	0.006	1.55	0.57	0.06	0.04	0.07	0
0.09	17.45	0.04	0.67	0.03	0.17	0.07	1.4	0.5	0	0.005	0.044	3.65	0.17	0.001	10.49	1.04	0.04	0.04	0.03	0
2.63	26.73	0.04	0.27	0.007	0.78	0.9	1.86	0.26	0.55	0.55	0.013	1.74	1.24	0.008	11.52	1.34	0.03	0.19	0.05	1
0.01	24.67	0.02	0.32	0.01	0.16	0.03	1.1	0.22	0.21	0.005	0.192	18.58	0.16	0.009	0.11	0.95	0.06	0.09	0.05	0
4.62	24.92	0.001	0.6	0.002	3.31	0.4	0.13	1.42	0.48	0.006	0.182	10.66	1.41	0.005	10	4.73	0	0.26	0.05	1
3.07	8.07	0.05	4.14	0.12	3.76	0.29	1.28	0.32	0	0	0.175	1.72	1.23	0.007	46.55	6.53	0.01	0.32	0.02	0
0.02	4.3	0.05	3.06	0.001	5.92	0.47	1.53	1.25	0.6	0.6	0.164	11.15	1.98	0.002	6.22	6.79	0.06	0.12	0.04	0
0.04	0.77	0.02	0.72	0.04	0.27	0.09	1.83	0.77	0.67	0.67	0.089	11.98	1.17	0.001	0.74	3.47	0.1	0.04	0.07	0
3.44	15.84	0.94	2.89	0.09	2.57	0.51	0.63	1.03	0	0.004	0.031	9.93	1.79	0.003	42.66	5.86	0.05	0.07	0.08	0
0.08	25.52	0.01	0.46	0.001	1.57	0.12	0.23	0.31	0.43	0	0.102	1.23	1.5	0.001	49.24	5.01	0.02	0.2	0.03	0
0.03	8.11	0.04	0.19	0.04	0.14	0.03	0.03	1.47	0	0.97	0.166	12.39	0.88	0.005	5.4	1.47	0.05	0.04	0.01	0
0.24	10.47	0.01	3.83	0.008	2.84	0.06	1.72	1.06	0.63	0.63	0.171	1.96	1.47	0.005	22.15	1.5	0.02	0.07	0.02	1
0.1	4.95	0.01	0.25	0.04	0.09	0.1	1.88	0.33	0	0.007	0.021	18.78	0.62	0.007	5.97	0.32	0.1	0.1	0.08	0
2.92	12.49	0.02	2.73	0.004	2.17	0.21	1.97	1.36	0.37	0.001	0.06	14.49	1.27	0.004	56.76	0.87	0.03	0.27	0.05	0
0.04	23.69	0.1	1.19	0.06	0.15	0.05	1.76	0.74	0.32	0.002	0.048	11.35	1.96	0.004	0.43	0.12	0.07	0.05	0.01	0
0.02	0.72	0	1.58	0.06	0.44	0	1.4	0.44	0.07	0.007	0.15	10.9	0.96	0.005	2.68	3.43	0.02	0.03	0.08	0
4.55	17.78	0.08	2.93	0.1	2.94	0.82	1.54	0.05	0.45	0.009	0.111	15.1	1.25	0.006	56.17	4.35	0.05	0.38	0.03	0
0.04	17.57	0.02	0.99	0.04	0.03	0	0	1.39	0	0.002	0.108	4.13	0.57	0.002	5.91	0.16	0.01	0.04	0.04	0
0.03	28.02	0.04	0.9	0.01	0.17	0.01	0.05	0.82	0	0.008	0.088	15.94	0.85	0	2.76	0.31	0.05	0.01	0.02	0
0.01	28.3	0.07	1.52	0.1	0.1	0.02	0.04	0.59	0	0.85	0.025	0.86	0.21	0.001	8.13	6.36	0.03	0	0.08	0
0.06	5.81	0.06	1.88	0.02	0.01	0	1.05	0.8	0	0	0.197	19.66	1.18	0.008	4.98	0.94	0.05	0.09	0.01	0
0.06	14.47	0.07	0.51	0.07	0.57	0.03	0.75	0.34	0	0	0.104	17.03	2.27	0.009	0.47	0.02	0.06	0	0.08	0
0.01	3.81	0.01	0.4	0.08	0.27	0.07	1.93	0.45	0	0	0.124	4.04	1.87	0.007	8.42	3.32	0.05	0.03	0.02	0
0.04	7.9	0.06	0.97	0.07	0.56	0.07	0.65	0.9	0.58	0.58	0.093	10.16	1.21	0.003	1.2	0.75	0.05	0.08	0.05	0
0.06	15.37	0.06	0.47	0.03	0.18	0.1	1.98	0.99	0.41	0	0.099	10.39	1.82	0.001	1.4	0.07	0.06	0.07	0.08	0
4.67	24.82	0.04	1.45	0.12	3.81	0.4	0.13	1.42	0	0.006	0.182	10.69	1.43	0.005	5.94	4.73	0	0.26	0.05	0
0.04	4.16	0.02	0.34	0.08	0.09	0.06	0.41	1.22	0	0.006	0.101	17.46	0.04	0.001	2.5	0.14	0.07	0.05	0.05	0
0.08	23.05	0.24	4.46	0.11	4.91	0.35	0.72	0.09	0.11	0.003	0.166	17	1.47	0.009	40.09	4.61	0.01	0.05	0.09	0
0.01	24.42	0.04	0.24	0.05	0.41	0.08	0.08	0.52	0	0.62	0.022	12.63	0.71	0.003	0.1	0.25	0.04	0.05	0.01	0
1.25	19.22	0.03	1.09	0.008	6.56	0.84	1.72	0.91	0	0	0.019	4.07	1.35	0.008	26.65	6.98	0.03	0.18	0.04	1
4.92	26.16	0.3	1.06	0.08	2.45	0.08	1.81	0.92	0.7	0.7	0.018	0.41	2.14	0.008	34.6	4.98	0.03	0.3	0.01	0
0.01	0.47	0.08	1.6	0	0.09	0.09	1.79	1.31	0.78	0.78	0.065	15.83	0.67	0.003	0.19	1.29	0.05	0.05	0.09	0
0.04	4.98	0.05	0.64	0.07	0.11	0.05	1.51	0.89	0.55	0.55	0.164	8.49	1.49	0.001	7.1	0.88	0.08	0.01	0.09	0
0.04	24.82	0.57	1.56	0.08	3.86	0.4	0.13	1.42	0.48	0.006	0.182	11.02	2.14	0.005	6.05	4.73	0	0.26	0.05	0
0.02	9.9	0.04	1.4	0.003	3.45	0.69	0.32	0.66	0.3	0.006	0.123	1.73	1.61	0.002	35.17	0.66	0.04	0.05	0.03	1
0.07	13.55	0.07	0.33	0.08	0.12	0.02	0.07	0.15	0	0.91	0.01	14.1	0.56	0.006	3.58	1.48	0.04	0.05	0	0
0.04	28.4	0.01	0.72	0.05	0.18	0.07	1.12	0.53	0.14	0.008	0.159	14.58	0.03	0.006	1.85	0.89	0.02	0.06	0.03	0
0.1	6.79	0.1	2.34	0.08	0.04	0.01	0.66	1	0.67	0.67	0.182	11.69	1.25	0.004	6.66	0.58	0.07	0.07	0	0
0.04	4.73	0.1	1.28	0.03	0.1	0.01	1.97	1.36	0.37	0.001	0.06	14.51	1.5	0.004	5.06	0.79	0.03	0.09	0.05	0
0.06	8.4	0.001	2.3	0.004	4.79	0.2	0.37	0.36	0.41	0.002	0.06	0.01	1.22	0.003	29.45	0.6	0.04	0.31	0.06	0
0.06	15.61	0.01	1.54	0.03	0.08	0.08	0.04	0.86	0	0.64	0.032	10.07	0.41	0.006	1.67	4.72	0.03	0.1	0.06	0
0.16	1.74	0.24	0.59	0.03	4.66	0.38	0.07	0.78	0.22	0.005	0.053	0.52	1.68	0.006	47.2	3.56	0.01	0.33	0.05	0
0.08	14.71	0.1	4.03	0.1	8.52	0.25	0.65	0.73	0.53	0.53	0.132	4.45	1.27	0.007	46.04	2.2	0.05	0.05	0.05	0
0.02	10.89	0.03	0.11	0.02	0.02	0.08	1.89	1.38	0.89	0.89	0.033	14.1	1.73	0.009	10.08	4.26	0	0.07	0.02	0
0.08	8.06	0	0.19	0.06	0.02	0.07	1.05	0.8	0.1	0.003	0.197	19.55	0.33	0.008	2.8	0.82	0.05	0.01	0.01	0
0.07	15.98	0.06	3	0.07	0.49	0.06	0.58	1.07	0.52	0.52	0.103	15.72	1.89	0.005	2.53	4.76	0.01	0.03	0	0
0.03	9.64	0.9	4.2	0.06	6.76	0.16	0.03	1.17	0.43	0.007	0.091	14.13	1.37	0.009	58.31	0.54	0.03	0.39	0.04	0
0.02	1.94	0.08	0.05	0.05	0.05	0.02	0.05	1.42	0	0	0.107	14.97	2.06	0.002	0.89	3.91	0.08	0.03	0.04	0
0	28.49	0.05	0.6	0.05	0.04	0.08	0.26	0.16	0	0.91	0.176	6.88	0	0.009	5.15	0.81	0.05	0.08	0.09	0
0.09	21.16	0.02	0.13	0.09	0.06	0.06	1.49	0.65	0	0.63	0.16	13.24	0.85	0.003	6.32	1.64	0.02	0.06	0.01	0
0.97	9.24	0.17	2.19	0.01	7.78	0.19	1.22	1.06	0	0	0.103	4.13	1.51	0.007	21.32	4.35	0.01	0.41	0.07	0
4.39	5.04	0.01	3.41	0.008	4.39	0.19	0.67	0.75	0	0	0.034	4.54	1.58	0.008	7.82	1.84	0.07	0.14	0.07	1
0.09	20.71	0.84	3.05	0.07	8.12	0.82	0.44	1.2	0.77	0.77	0.112	10.31	1.36	0.001	38.62	1.53	0.01	0.27	0.06	0
0.06	0.83	0.05	0.92	0	0.1	0.06	0.1	1.31	0.64	0	0.093	13.63	1.19	0.004	9.18	2.83	0.07	0.07	0.03	0
0.02	1.71	0.08	0.12	0.06	0.55	0.1	0.03	1.18	0	0.007	0.112	15.84	0.94	0.003	0.34	1.55	0.05	0.1	0.05	0
1.19	18.54	0.62	1.91	0.01	2.01	0.76	1.72	1.07	0	0.96	0.119	11.78	2.08	0.005	17.78	2.18	0.02	0.15	0.02	0
0.07	1.97	0.27	3.36	0.02	3.28	0.25	0.39	0.76	0.15	0.004	0.082	15.64	2.56	0.01	3.73	2.82	0.02	0.45	0.01	0
0.06	7.21	0.01	1.86	0.01	0.06	0.07	1.22	0.33	0.23	0.001	0.151	1.67	1.8	0	4.93	1.21	0.1	0.03	0.02	0
0.04	4.61	0.09	0.65	0.05	0.17	0.01	0.01	0.15	0	0.004	0.154	12.44	0.81	0.006	3.59	0.81	0.06	0.04	0.01	0
0.06	22.96	0.08	0.85	0.02	0.02	0.08	0.8	0.63	0	0.007	0.112	10.14	0.81	0.001	1.12	0.34	0.03	0.07	0.05	0
0.1	13.49	0.34	1.14	0.1	4.66	0.23	1.69	1.47	0.05	0.008	0.123	6.15	1.2	0.009	40.78	6.13	0.03	0.48	0.05	0
0.03	6.55	0.02	0.32	0.07	0.01	0.01	0.67	0.63	0.48	0.003	0.007	9.5	1.48	0.002	2.78	3.61	0.09	0.08	0.07	0
3.18	29.44	0.01	3.33	0.008	0.4	0.16	0.15	0.98	0	0	0.187	8.96	1.42	0.004	15.45	1.7	0.02	0.08	0.05	1
0.09	17.56	0.52	1.03	0.08	8.2	0.03	0.57	1.44	0.44	0.003	0.092	7.46	1.57	0.009	46.22	2.68	0.02	0.3	0.07	0
0.04	0.86	0.02	0.21	0.05	0.1	0.07	0.01	0.74	0	0.005	0.008	1.59	0.65	0.001	2.65	2.02	0	0.09	0.04	0
0.09	27.01	0.08	0.64	0.09	0.05	0.01	0.69	1.39	0.89	0.89	0.005	8.17	1.46	0.005	0.42	0.37	0.08	0.09	0	0
0.09	2.54	0.03	1.07	0	0.2	0.06	0.6	1.29	0.04	0.008	0.145	9.4	0.83	0.006	2.06	5.49	0.05	0.05	0.06	0
0.02	11.83	0.01	1.7	0.01	0.65	0.06	1.78	0.01	0	0.75	0.153	4.9	0.94	0.004	10.05	1.38	0.01	0.03	0.07	0
0.05	15.2	0.05	1.28	0.02	0.07	0.03	1.12	1.15	0.69	0.69	0.121	2.47	1.38	0.003	2.69	5.66	0.1	0.07	0.03	0
4.98	7.48	0.04	3.91	0.003	1.1	0.81	1.52	0.94	0	0	0.042	2.06	1.43	0.008	13.7	1.71	0.05	0.49	0.02	1
0.13	12.36	0.66	2.82	0.01	3.88	0.87	0.01	0.4	0.27	0	0.001	13.47	2.2	0.008	30.81	7.87	0.04	0.39	0.09	0
0.05	28.72	0.02	0.23	0.07	0.13	0.03	1.25	1.34	0.79	0.79	0.037	6.42	1.13	0.01	12.89	0.05	0.05	0.03	0.08	0
0.04	9.85	0	0.68	0.01	0.06	0.09	0.19	1.18	0.71	0.71	0.162	7.4	0.01	0.001	2.26	0.03	0.07	0.07	0.03	0
0.01	14.68	0.07	0.29	0.06	0.14	0.02	1.47	0.15	0.37	0.002	0.085	18.95	1.92	0.001	1.02	0.16	0.05	0.08	0.07	0
0.04	4.74	0.02	3.51	0.003	0.19	0.65	1.47	0.21	0.33	0.005	0.106	2.73	1.22	0.001	31.36	0.06	0.06	0.04	0.05	0
0.1	15.37	0.09	1.41	0	0.02	0.01	0.67	0.08	0.61	0.61	0.123	3.28	1.72	0	0.5	0.09	0.03	0.04	0.01	0
0.08	28.71	0.01	2.08	0.01	0.12	0.07	0.06	1.18	0	0.81	0.075	0.44	0.97	0.005	2.13	1.51	0.08	0.09	0.01	0
0.06	0.38	0.07	2.3	0.05	0.42	0	1.79	0.89	0	0.67	0.136	14.65	0.88	0.006	1.29	0.36	0.09	0.1	0.01	0
0.09	28.24	0.01	0.78	0.001	7.91	0.32	0.21	1.04	1	1	0.105	4.38	1.6	0.009	4.59	1.04	0.06	0.04	0.03	1
0.84	22.29	0.84	2.1	0.09	3.43	0.19	1.54	0.47	0.67	0.67	0.042	1.2	1.86	0.008	10.72	2.28	0.1	0.35	0.08	0
0.04	8.53	0.06	0.71	0.02	0.05	0.07	1.32	1.23	0.56	0.56	0.049	19.53	1.78	0.007	2.14	0.27	0.06	0.08	0	0
0.09	10.35	0.05	1.14	0.04	0.09	0.03	1.04	1.39	0.07	0.006	0.176	4.36	0.82	0.008	1.75	2.88	0.03	0.08	0.05	0
3.46	13.95	0.42	3.11	0.01	3.22	0.52	1.67	0.62	0.02	0.004	0.09	14.02	1.99	0.008	11.54	3.78	0.07	0.07	0.06	0
0.01	28.4	0.02	2	0.009	3.03	0.1	0.83	0.59	0.85	0.85	0.025	0.86	1.56	0.001	41.5	7.88	0.03	0.28	0.08	0
1.32	9.96	0.67	1.54	0.08	6.78	0.19	0.39	1.35	1	1	0.158	1.37	1.37	0.009	21.36	4.71	0.01	0.22	0.07	0
0.07	26.4	0.05	3.28	0.007	1.54	0.82	1.42	1.29	0.28	0.002	0.01	2	1.44	0.004	6.92	2.54	0.08	0.44	0.07	0
0.05	13.96	0.08	0.53	0.07	0.08	0.04	0.09	0.47	0	0.74	0.175	12.61	0.22	0.005	0.66	2.32	0.07	0.06	0.07	0
1.08	1.23	0.04	3.9	0.006	2.29	0.88	0.49	1.15	0.7	0.7	0.081	9.24	1.67	0.004	40.75	6.72	0.07	0.42	0.07	1
0.09	26.12	0.08	0.03	0.01	0.59	0.06	1.57	1.17	0.62	0.62	0.09	18.01	1	0.002	4.69	2.76	0.08	0.09	0.02	0
0.01	24.83	0.08	0.47	0.06	0.01	0.01	1.07	1.04	0.76	0.76	0.043	2.65	1.87	0.002	0.46	0.04	0.08	0.09	0	0
0.1	26.94	0.02	0.36	0.001	1.21	0.68	0.71	0.99	0.75	0.75	0.071	0.31	1.22	0.002	56.7	1	0	0.41	0.05	0
0.01	2.73	0.82	0.36	0.02	4.18	0.56	0.08	1.26	0.87	0.87	0.001	1.4	1.41	0.006	56.9	1.01	0.07	0.16	0.08	0
0.8	3.56	0.03	2.75	0.006	5.43	0.53	0.96	0.02	0	0	0.042	11.36	1.96	0.009	38.71	6.67	0.09	0.27	0.04	1
2.54	0.09	0.03	3.22	0.005	1.18	0.26	1.8	0.72	0	0	0.088	9.41	1.39	0.009	39.38	7.7	0.03	0.34	0.02	1
0.04	1.03	0.02	0.42	0.04	0.19	0.06	1.99	0.48	0.33	0.001	0.05	17.88	1.28	0	1.94	3.24	0.09	0	0	0
0.5	12.11	0.15	3.06	0.12	5.28	0.84	0.99	0.62	0.72	0.72	0.076	15.81	2.17	0.004	26.52	1.06	0.06	0.4	0.02	0
0.05	28.85	0.13	2.95	0.07	8.5	0.04	0.1	0.62	0.8	0.8	0.093	11.4	1.5	0.004	31.67	0.2	0.03	0.48	0.02	0
2.06	15	0.67	2.69	0.12	6.57	0.33	0.16	1.01	0	0.76	0.168	18.25	1.06	0.009	30.08	5.31	0.07	0.32	0	0
2.48	3.9	0.02	2.85	0.006	7.93	0.29	0.29	0.57	0	0	0.154	16.29	1.96	0.002	2.64	0.79	0.04	0.03	0	1
0.06	18.48	0.03	2.17	0.007	5.21	0.73	0.8	1.28	0.93	0.93	0.184	10.89	1.46	0.003	42.94	5.85	0.09	0.49	0.09	0
0.09	29.11	0	1.44	0.05	0.18	0.07	0.05	0.96	0	0.64	0.1	16.6	0.95	0.008	10.69	0.28	0.05	0	0.08	0
0.04	3.29	0	2.73	0.01	0.09	0.06	1.18	1.41	0.63	0.63	0.128	8.99	1.43	0.01	5.71	0.64	0.02	0.04	0.06	0
2.9	18.82	0.05	0.77	0.003	3.33	0.3	1.09	1.35	0.38	0.006	0.13	18.06	1.29	0.01	0.31	6.33	0.05	0.06	0.07	1
